MAP    ,FACILITY    ,STREET    ,CITY    ,ST    ,ZIP    ,DIST    ,MILES    ,DIR    ,REL ELEV    ,ELEV    ,Elev Diff from TP    ,TP    ,DB NAME    ,FIELD DESC    ,FIELD VALUE    ,EPA-ID    ,EDR ID    
D49,PERCY ADAMS JR SENIOR APARTMENTS,1094 ALCATRAZ AVE,OAKLAND,CA,94608,553,0.105,E,High,44,6,,Alameda County CS,Record Id,RO0002878,,S108218754
G50,REDEVELOPMENT AGENCY,1265 1269 OCEAN AVE,EMERYVILLE,CA,,575,0.109,SW,Low,30,-8,,CPS-SLIC,Facility Id,SLT2O06975,,S106235272
G51,VACANT LOT,1258 64TH ST,EMERYVILLE,CA,94608,593,0.112,SSW,Low,30,-8,,CPS-SLIC,Facility Status,Completed - Case Closed,,S108246108
G51,VACANT LOT,1258 64TH ST,EMERYVILLE,CA,94608,593,0.112,SSW,Low,30,-8,,CPS-SLIC,Global Id,T06019799203,,S108246108
G51,VACANT LOT,1258 64TH ST,EMERYVILLE,CA,94608,593,0.112,SSW,Low,30,-8,,Alameda County CS,Status,Case Closed,,S108246108
G51,VACANT LOT,1258 64TH ST,EMERYVILLE,CA,94608,593,0.112,SSW,Low,30,-8,,Alameda County CS,Record Id,RO0002682,,S108246108
G51,VACANT LOT,1258 64TH ST,EMERYVILLE,CA,94608,593,0.112,SSW,Low,30,-8,,CERS,,,,S108246108
G52,CITY OF EMERYVILLE,1258 64TH ST.,EMERYVILLE,CA,946080000,593,0.112,SSW,Low,30,-8,,HAZNET,GEPAID,CAC000936352,,S112854411
J53,CALIFORNIA SYRUP & EXTRACT CO LLC,1265 65TH ST,EMERYVILLE,CA,946081110,604,0.114,WSW,Low,30,-8,,HAZNET,GEPAID,CAC002630280,,S112970154
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,Alameda County CS,Status,11,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,Alameda County CS,Status,Preliminary Site Assessment Underway,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,Alameda County CS,Status,Leak Confirmation,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,Alameda County CS,Record Id,RO0000116,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,LUST,Status,Open - Remediation,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,LUST,Global Id,T06019709731,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,Cortese,Cleanup Status,OPEN - REMEDIATION,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,Cortese,Envirostor Id,Not reported,,S105870777
H54,EXXON / HUMBLE OIL,6623 SAN PABLO AVENUE,OAKLAND,CA,94608,606,0.115,NNE,High,43,5,,CERS,,,,S105870777
K55,"ECRU, INC.",6301 SAN PABLO AVE.,OAKLAND,CA,946080000,660,0.125,SE,High,39,1,,HAZNET,GEPAID,CAC000977240,,S112857855
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,HAZNET,GEPAID,CAL000230379,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Alameda County CS,Status,Pollution Characterization,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Alameda County CS,Status,Verificaiton Monitoring Underway,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Alameda County CS,Status,Preliminary Site Assessment Underway,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Alameda County CS,Status,Remedial Action Underway,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Alameda County CS,Status,Leak Confirmation,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Alameda County CS,Record Id,RO0000445,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,LUST,Facility Status,Preliminary site assessment underway,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,LUST,Status,Open - Site Assessment,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,LUST,Facility Id,01-2008,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,LUST,Global Id,T0600101855,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,LUST,date9,Not reported,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Cortese,Cleanup Status,OPEN - SITE ASSESSMENT,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,Cortese,Envirostor Id,Not reported,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,HIST CORTESE,Reg Id,01-2008,,S102426380
K56,MOBIL #99-105 / CARS RENT A CAR,6301 SAN PABLO AVENUE,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,CERS,,,,S102426380
K57,G M C MOBILE SERVICE,6301 SAN PABLO,OAKLAND,CA,94608,660,0.125,SE,High,39,1,,EDR Hist Auto,,,,1021119766
L58,CITY LIMITS,1249 67TH ST,EMERYVILLE,CA,94608,696,0.132,NW,Low,35,-3,,CPS-SLIC,Facility Status,Completed - Case Closed,,S113129138
L58,CITY LIMITS,1249 67TH ST,EMERYVILLE,CA,94608,696,0.132,NW,Low,35,-3,,CPS-SLIC,Global Id,T06019728691,,S113129138
L58,CITY LIMITS,1249 67TH ST,EMERYVILLE,CA,94608,696,0.132,NW,Low,35,-3,,HAZNET,GEPAID,CAL000276495,,S113129138
L58,CITY LIMITS,1249 67TH ST,EMERYVILLE,CA,94608,696,0.132,NW,Low,35,-3,,CERS,,,,S113129138
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,CA FID UST,Facility Id,01002087,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,CA FID UST,Status,I,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,HIST UST,Facility Id,00000003673,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,Alameda County CS,Status,Pollution Characterization,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,Alameda County CS,Status,Case Closed,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,Alameda County CS,Status,Remedial Action Underway,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,Alameda County CS,Status,Leak Confirmation,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,Alameda County CS,Record Id,RO0002521,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,SWEEPS UST,Status,Not reported,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,SWEEPS UST,Comp Number,3673,,1000175745
L59,FABCO DIVISION,1249 067TH ST,OAKLAND,CA,94608,696,0.132,NW,Low,35,-3,,SWEEPS UST,Tank Status,Not reported,,1000175745
M60,ST. FRANCIS PIE SHOP,1125 67TH ST,EMERYVILLE,CA,94608,712,0.135,N,High,43,5,,UST,Facility Id,228,,U003805073
M61,ST FRANCIS PIE COMPANY,1125 67TH ST,OAKLAND,CA,94608,712,0.135,N,High,43,5,,Alameda County CS,Status,Pollution Characterization,,S106661095
M61,ST FRANCIS PIE COMPANY,1125 67TH ST,OAKLAND,CA,94608,712,0.135,N,High,43,5,,Alameda County CS,Status,11,,S106661095
M61,ST FRANCIS PIE COMPANY,1125 67TH ST,OAKLAND,CA,94608,712,0.135,N,High,43,5,,Alameda County CS,Record Id,RO0002602,,S106661095
M61,ST FRANCIS PIE COMPANY,1125 67TH ST,OAKLAND,CA,94608,712,0.135,N,High,43,5,,LUST,Status,Completed - Case Closed,,S106661095
M61,ST FRANCIS PIE COMPANY,1125 67TH ST,OAKLAND,CA,94608,712,0.135,N,High,43,5,,LUST,Global Id,T0600109444,,S106661095
M61,ST FRANCIS PIE COMPANY,1125 67TH ST,OAKLAND,CA,94608,712,0.135,N,High,43,5,,CERS,,,,S106661095
N62,LIQUID SUGARS INC (TOXICS),1269 66TH ST,OAKLAND,CA,94608,742,0.141,WNW,Low,31,-7,,Alameda County CS,Status,Case Closed,,S111711158
N62,LIQUID SUGARS INC (TOXICS),1269 66TH ST,OAKLAND,CA,94608,742,0.141,WNW,Low,31,-7,,Alameda County CS,Status,Leak Confirmation,,S111711158
N62,LIQUID SUGARS INC (TOXICS),1269 66TH ST,OAKLAND,CA,94608,742,0.141,WNW,Low,31,-7,,Alameda County CS,Record Id,RO0002463,,S111711158
N63,EXXON STATION 7-3880,7095 EL CAMINO REAL,ATASCADERO,CA,93422,742,0.141,WNW,Low,31,-7,,LUST,Facility Status,Case Closed,,S102429572
N63,EXXON STATION 7-3880,7095 EL CAMINO REAL,ATASCADERO,CA,93422,742,0.141,WNW,Low,31,-7,,LUST,Status,Case Closed,,S102429572
N63,EXXON STATION 7-3880,7095 EL CAMINO REAL,ATASCADERO,CA,93422,742,0.141,WNW,Low,31,-7,,LUST,Facility Id,01-0917,,S102429572
N63,EXXON STATION 7-3880,7095 EL CAMINO REAL,ATASCADERO,CA,93422,742,0.141,WNW,Low,31,-7,,LUST,date9,9/7/2001,,S102429572
N63,EXXON STATION 7-3880,7095 EL CAMINO REAL,ATASCADERO,CA,93422,742,0.141,WNW,Low,31,-7,,LUST,Global ID,T0607900155,,S102429572
N63,EXXON STATION 7-3880,7095 EL CAMINO REAL,ATASCADERO,CA,93422,742,0.141,WNW,Low,31,-7,,HIST CORTESE,Reg Id,537,,S102429572
N64,LIQUID SUGARS INC (TOXICS),1269 66TH,OAKLAND,CA,94608,742,0.141,WNW,Low,31,-7,,CPS-SLIC,Facility Status,Completed - Case Closed,,S111711493
N64,LIQUID SUGARS INC (TOXICS),1269 66TH,OAKLAND,CA,94608,742,0.141,WNW,Low,31,-7,,CPS-SLIC,Global Id,SL1821D603,,S111711493
N64,LIQUID SUGARS INC (TOXICS),1269 66TH,OAKLAND,CA,94608,742,0.141,WNW,Low,31,-7,,CERS,,,,S111711493
N65,CALAG PRODUCTS INC,1275 66TH STREET,EMERYVILLE,CA,94608,742,0.141,WNW,Low,31,-7,,HIST UST,Facility Id,00000053253,,U001599256
N66,LIQUID SUGARS INC,1275 66TH ST,EMERYVILLE,CA,94608,742,0.141,WNW,Low,31,-7,,Alameda County CS,Status,Case Closed,,S107619840
N66,LIQUID SUGARS INC,1275 66TH ST,EMERYVILLE,CA,94608,742,0.141,WNW,Low,31,-7,,Alameda County CS,Record Id,RO0000011,,S107619840
N66,LIQUID SUGARS INC,1275 66TH ST,EMERYVILLE,CA,94608,742,0.141,WNW,Low,31,-7,,LUST,Status,Completed - Case Closed,,S107619840
N66,LIQUID SUGARS INC,1275 66TH ST,EMERYVILLE,CA,94608,742,0.141,WNW,Low,31,-7,,LUST,Global Id,T0600100842,,S107619840
N66,LIQUID SUGARS INC,1275 66TH ST,EMERYVILLE,CA,94608,742,0.141,WNW,Low,31,-7,,CERS,,,,S107619840
L67,1266 66TH ST - LIQUID SUGARS,1266 66TH ST,EMERYVILLE,CA,94608,758,0.144,WNW,Low,33,-5,,CPS-SLIC,Facility Status,Open - Verification Monitoring,,S102813808
L67,1266 66TH ST - LIQUID SUGARS,1266 66TH ST,EMERYVILLE,CA,94608,758,0.144,WNW,Low,33,-5,,CPS-SLIC,Facility Id,01S0523,,S102813808
L67,1266 66TH ST - LIQUID SUGARS,1266 66TH ST,EMERYVILLE,CA,94608,758,0.144,WNW,Low,33,-5,,CPS-SLIC,Global Id,SL0600120444,,S102813808
L67,1266 66TH ST - LIQUID SUGARS,1266 66TH ST,EMERYVILLE,CA,94608,758,0.144,WNW,Low,33,-5,,CERS,,,,S102813808
L68,1266 66TH ST,1266 66TH ST,EMERYVILLE,CA,,758,0.144,WNW,Low,33,-5,,CPS-SLIC,Facility Id,Not reported,,S106234794
J69,LIQUID SUGAR,1275 65TH,OAKLAND,CA,94608,796,0.151,W,Low,29,-9,,HIST CORTESE,Reg Id,01-0917,,S105023662
M70,PAYLESS CLEANERS,6720   SAN PABLO AVE,OAKLAND,CA,,809,0.153,NNE,High,46,8,,EDR Hist Cleaner,,,,1009140498
J71,"OAKLAND DIESEL DISTRIBUTORS, INC (G",1289 65TH ST,EMERYVILLE,CA,94608,838,0.159,WSW,Low,28,-10,,Alameda County CS,Status,11,,S103979755
J71,"OAKLAND DIESEL DISTRIBUTORS, INC (G",1289 65TH ST,EMERYVILLE,CA,94608,838,0.159,WSW,Low,28,-10,,Alameda County CS,Record Id,RO0002767,,S103979755
J72,COPPER & BRASS SALES,1295 65TH,EMERYVILLE,CA,94608,838,0.159,WSW,Low,28,-10,,HIST CORTESE,Reg Id,01-0726,,S105023663
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,VCP,Status,Active,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,VCP,Facility Id,60000410,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,HAZNET,GEPAID,CAC002718874,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,HAZNET,GEPAID,CAC002745385,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,ENVIROSTOR,Status,Active,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,ENVIROSTOR,Facility Id,60000410,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,ENF,Status,Active,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,ENF,Status,Historical,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,ENF,Facility Id,791861,,S108054471
M73,"LBA RIV- COMPANY XII, LLC",6701 SAN PABLO AVE,BERKELEY,CA,94505,864,0.164,N,High,46,8,,CIWQS,,,,S108054471
M74,FIVE PRIME THERAPEUTICS INC,6701 SAN PABLO AVE,OAKLAND,CA,94608,864,0.164,N,High,46,8,,FINDS,Registry ID:,110012222077,CAR000113613,1005415611
M74,FIVE PRIME THERAPEUTICS INC,6701 SAN PABLO AVE,OAKLAND,CA,94608,864,0.164,N,High,46,8,,FINDS,Registry ID:,110002711566,CAR000113613,1005415611
M74,FIVE PRIME THERAPEUTICS INC,6701 SAN PABLO AVE,OAKLAND,CA,94608,864,0.164,N,High,46,8,,RCRA NonGen / NLR,EPA Id,CAR000113613,CAR000113613,1005415611
M74,FIVE PRIME THERAPEUTICS INC,6701 SAN PABLO AVE,OAKLAND,CA,94608,864,0.164,N,High,46,8,,ECHO,Registry ID,110012222077,CAR000113613,1005415611
M74,FIVE PRIME THERAPEUTICS INC,6701 SAN PABLO AVE,OAKLAND,CA,94608,864,0.164,N,High,46,8,,ECHO,Registry ID,110002711566,CAR000113613,1005415611
M75,ADVANCED GENETIC SCIENCES,6701 SAN PABLO AVE,OAKLAND,CA,94608,864,0.164,N,High,46,8,,RCRA NonGen / NLR,EPA Id,CAD981451040,CAD981451040,1000151477
M76,UC BERKELEY MARCHANT BLDG,6701 SAN PABLO AVE,OAKLAND,CA,94608,864,0.164,N,High,46,8,,RCRA NonGen / NLR,EPA Id,CAR000068916,CAR000068916,1001967427
O77,AUTUMN PRESS,1280 65TH ST,EMERYVILLE,CA,94608,874,0.166,W,Low,28,-10,,RCRA-SQG,EPA Id,CAD983657388,CAD983657388,1000819740
O77,AUTUMN PRESS,1280 65TH ST,EMERYVILLE,CA,94608,874,0.166,W,Low,28,-10,,FINDS,Registry ID:,110002891121,CAD983657388,1000819740
O77,AUTUMN PRESS,1280 65TH ST,EMERYVILLE,CA,94608,874,0.166,W,Low,28,-10,,ECHO,Registry ID,110002891121,CAD983657388,1000819740
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,CA FID UST,Facility Id,01000820,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,CA FID UST,Status,I,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,HIST UST,Facility Id,Not reported,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,Alameda County CS,Status,Case Closed,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,Alameda County CS,Record Id,RO0000577,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,LUST,Facility Status,Case Closed,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,LUST,Status,Completed - Case Closed,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,LUST,Facility Id,01-0697,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,LUST,Global Id,T0600100642,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,LUST,date9,1/11/1995,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,SWEEPS UST,Status,Not reported,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,SWEEPS UST,Comp Number,36268,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,SWEEPS UST,Tank Status,Not reported,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,HIST CORTESE,Reg Id,01-0697,,S101624434
P78,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,CERS,,,,S101624434
P79,"J. T. THORPE & SON, INC.",1351 OCEAN AVE,EMERYVILLE,CA,94608,921,0.174,SW,Low,26,-12,,HIST UST,Facility Id,00000036268,,U001599285
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,Alameda County CS,Status,Case Closed,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,Alameda County CS,Record Id,RO0000660,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,LUST,Facility Status,Case Closed,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,LUST,Status,Completed - Case Closed,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,LUST,Facility Id,01-0753,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,LUST,Global Id,T0600100694,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,LUST,date9,11/17/1995,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,HIST CORTESE,Reg Id,01-0753,,S100940966
O80,OAKLAND DIESEL FACILITY,1301 65TH,EMERYVILLE,CA,94608,922,0.175,W,Low,27,-11,,CERS,,,,S100940966
L81,76 SERVICE STATION 5876,1249 67TH,OAKLAND,CA,94662,939,0.178,NW,Low,35,-3,,HIST CORTESE,Reg Id,01-0608,,1001266218
L81,76 SERVICE STATION 5876,1249 67TH,OAKLAND,CA,94662,939,0.178,NW,Low,35,-3,,HIST CORTESE,Reg Id,3046,,1001266218
Q82,SHERWIN WILLIAMS #8621,3131 SAN PABLO AVE,BERKELEY,CA,94702-2429,949,0.180,NNE,High,47,9,,RCRA NonGen / NLR,EPA Id,CAL000341563,CAL000341563,1024822739
Q83,SHERWIN-WILLIAMS #8621,3131 SAN PABLO AVE,BERKELEY,CA,94702,949,0.180,NNE,High,47,9,,CERS,,,,S121746857
Q83,SHERWIN-WILLIAMS #8621,3131 SAN PABLO AVE,BERKELEY,CA,94702,949,0.180,NNE,High,47,9,,CERS HAZ WASTE,,,,S121746857
N84,BACCHUS PRESS INC,1287 66TH ST,EMERYVILLE,CA,94608,988,0.187,W,Low,28,-10,,RCRA-SQG,EPA Id,CAD085335354,CAD085335354,1000136401
N84,BACCHUS PRESS INC,1287 66TH ST,EMERYVILLE,CA,94608,988,0.187,W,Low,28,-10,,FINDS,Registry ID:,110002661940,CAD085335354,1000136401
N84,BACCHUS PRESS INC,1287 66TH ST,EMERYVILLE,CA,94608,988,0.187,W,Low,28,-10,,ECHO,Registry ID,110002661940,CAD085335354,1000136401
N85,"BACCHUS PRESS, INC.",1287 66TH ST,EMERYVILLE,CA,94608,988,0.187,W,Low,28,-10,,CERS,,,,S121771371
N85,"BACCHUS PRESS, INC.",1287 66TH ST,EMERYVILLE,CA,94608,988,0.187,W,Low,28,-10,,CERS HAZ WASTE,,,,S121771371
N86,BACCHUS PRESS INC,1287 66TH ST,EMERYVILLE,CA,94608-0000,988,0.187,W,Low,28,-10,,RCRA NonGen / NLR,EPA Id,CAL922484140,CAL922484140,1024875977
R87,ALASKA GASOLINE INC.,6211 SAN PABLO AVE,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,CERS,,,,S121793965
R87,ALASKA GASOLINE INC.,6211 SAN PABLO AVE,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,CERS TANKS,,,,S121793965
R87,ALASKA GASOLINE INC.,6211 SAN PABLO AVE,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,CERS HAZ WASTE,,,,S121793965
R88,ALASKA GASOLINE INC.,6211 SAN PABLO AVE,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,UST,Facility Status,Active,,U004228590
R88,ALASKA GASOLINE INC.,6211 SAN PABLO AVE,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,UST,Facility Id,Not reported,,U004228590
R88,ALASKA GASOLINE INC.,6211 SAN PABLO AVE,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,UST,Facility Id,FA0321481,,U004228590
R88,ALASKA GASOLINE INC.,6211 SAN PABLO AVE,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,UST,Closed,Not reported,,U004228590
R89,ALASKA GASOLINE,6211 SAN PABLO AVE,EMERYVILLE,CA,94608,998,0.189,SSE,High,38,0,,UST,Facility Id,249,,U003802013
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,CA FID UST,Facility Id,01002682,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,CA FID UST,Status,A,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,Alameda County CS,Status,Pollution Characterization,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,Alameda County CS,Status,Preliminary Site Assessment Workplan Submitted,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,Alameda County CS,Status,Remediation Plan,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,Alameda County CS,Status,Leak Confirmation,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,Alameda County CS,Record Id,RO0000127,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,LUST,Status,Open - Remediation,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,LUST,Global Id,T0600101804,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,Cortese,Cleanup Status,OPEN - REMEDIATION,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,Cortese,Envirostor Id,Not reported,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,HIST CORTESE,Reg Id,01-1951,,S101580382
R90,ARCO K & V GAS,6211 SAN PABLO,OAKLAND,CA,94608,998,0.189,SSE,High,38,0,,CERS,,,,S101580382
