MAP    ,FACILITY    ,STREET    ,CITY    ,ST    ,ZIP    ,DIST    ,MILES    ,DIR    ,REL ELEV    ,ELEV    ,Elev Diff from TP    ,TP    ,DB NAME    ,FIELD DESC    ,FIELD VALUE    ,EPA-ID    ,EDR ID    
J98,BAY AREA SERVICES INC DBA BAY AREA PROPERTY MANAGEMENT,611 VETERANS BLVD STE 207,SAN MATEO,CA,94063,617,0.117,W,High,7,3,,HAZNET,GEPAID,CAL000349087,,S118231914
K99,"ESPIRITU DMD, EUGENE V",705 VETERANS,REDWOOD CITY,CA,94063,619,0.117,SSW,High,8,4,,San Mateo Co. BI,Facility Id,FA0039844,,S123182365
K100,SPORT TECH CHIROPRACTIC,705 VETERANS BLVD STE 5,REDWOOD CITY,CA,940631723,619,0.117,SSW,High,8,4,,HAZNET,GEPAID,CAL000115669,,S113065957
L101,TOYS R US/ BABIES R US,202 WALNUT,REDWOOD CITY,CA,94063,690,0.131,E,High,11,7,,San Mateo Co. BI,Facility Id,FA0000850,,S123179298
L102,TOYS R US #5821,202 WALNUT ST,REDWOOD CITY,CA,94063,690,0.131,E,High,11,7,,RCRA NonGen / NLR,EPA Id,CAL000412350,CAL000412350,1024852989
L103,TOYS R US #5821,202 WALNUT,REDWOOD CITY,CA,94063,690,0.131,E,High,11,7,,San Mateo Co. BI,Facility Id,FA0063636,,S121700873
L104,"TOYS""R"" US #5821",202 WALNUT ST,REDWOOD CITY,CA,94063,690,0.131,E,High,11,7,,CERS HAZ WASTE,,,,S121767841
M105,COUNTY OF SAN MATEO PW,805 VETERANS BLVD,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,CA FID UST,Status,A,,S101593891
M105,COUNTY OF SAN MATEO PW,805 VETERANS BLVD,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,CA FID UST,Facility Id,41002053,,S101593891
M106,PALO ALTO MEDICAL FOUNDATION,805 VETERANS,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0029575,,S123182092
M107,"SAN MATEO COUNTY, DPW/PRINCETON CORP YARD",805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Status,Not reported,,S106931844
M107,"SAN MATEO COUNTY, DPW/PRINCETON CORP YARD",805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Status,A,,S106931844
M107,"SAN MATEO COUNTY, DPW/PRINCETON CORP YARD",805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Comp Number,10041,,S106931844
M107,"SAN MATEO COUNTY, DPW/PRINCETON CORP YARD",805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Tank Status,Not reported,,S106931844
M107,"SAN MATEO COUNTY, DPW/PRINCETON CORP YARD",805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Tank Status,A,,S106931844
M108,COUNTY OF SAN MATEO/PUBLIC WORKS,805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Status,A,,S106924983
M108,COUNTY OF SAN MATEO/PUBLIC WORKS,805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Comp Number,330196,,S106924983
M108,COUNTY OF SAN MATEO/PUBLIC WORKS,805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Tank Status,A,,S106924983
M109,PA MED FOUNDATION-SHARPS DISP PRG,805 VETERANS,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0040237,,S123182387
M110,COUNTY OF SAN MATEO PW,805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Status,A,,S106924980
M110,COUNTY OF SAN MATEO PW,805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Comp Number,10040,,S106924980
M110,COUNTY OF SAN MATEO PW,805 VETERANS BLVD 301,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,SWEEPS UST,Tank Status,A,,S106924980
M111,MASTER PLAN,805 VETERANS BLV       00,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,EDR Hist Cleaner,,,,1018757444
M112,TEARSE EYE CENTER,805 VETERANS,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0040951,,S123182438
M113,GO CORP,805 VETERANS BLVD STE 226,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,EDR Hist Auto,,,,1021183481
M114,PROFESSIONAL HOME CARE,805 VETERANS,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0045796,,S123182594
M115,"MADAN MD, SHERNA",805 VETERANS,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0028079,,S123181723
M116,HOME HEALTH / HOSPICE,805 VETERANS,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0024720,,S123180857
M117,COUNTY OF SAN MATEO/LA HONDA CORPORATION YARD,805 VETERANS BLVD 301,REDWOOD CITY,CA,94020,736,0.139,S,High,8,4,,SWEEPS UST,Status,Not reported,,S106924982
M117,COUNTY OF SAN MATEO/LA HONDA CORPORATION YARD,805 VETERANS BLVD 301,REDWOOD CITY,CA,94020,736,0.139,S,High,8,4,,SWEEPS UST,Status,A,,S106924982
M117,COUNTY OF SAN MATEO/LA HONDA CORPORATION YARD,805 VETERANS BLVD 301,REDWOOD CITY,CA,94020,736,0.139,S,High,8,4,,SWEEPS UST,Comp Number,10042,,S106924982
M117,COUNTY OF SAN MATEO/LA HONDA CORPORATION YARD,805 VETERANS BLVD 301,REDWOOD CITY,CA,94020,736,0.139,S,High,8,4,,SWEEPS UST,Tank Status,Not reported,,S106924982
M117,COUNTY OF SAN MATEO/LA HONDA CORPORATION YARD,805 VETERANS BLVD 301,REDWOOD CITY,CA,94020,736,0.139,S,High,8,4,,SWEEPS UST,Tank Status,A,,S106924982
M118,REDWOOD MEDICAL GRP INC,805 VETERANS,REDWOOD CITY,CA,94063,736,0.139,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0014347,,S123180365
N119,BOARDWALK AUTO CENTER,#1 BAIR ISLAND RD,REDWOOD CITY,CA,94063,759,0.144,NNE,High,6,2,,RCRA-SQG,EPA Id,CAD982430449,CAD982430449,1000455701
N119,BOARDWALK AUTO CENTER,#1 BAIR ISLAND RD,REDWOOD CITY,CA,94063,759,0.144,NNE,High,6,2,,HAZNET,GEPAID,CAD982430449,CAD982430449,1000455701
J120,SUNSHINE ACUPUNCTURE,555 VETERANS,REDWOOD CITY,CA,94063,769,0.146,W,High,8,4,,San Mateo Co. BI,Facility Id,FA0055586,,S123183662
K121,"YAO'S AUTO SERVICES, INC",692 VETERANS,REDWOOD CITY,CA,94063,771,0.146,SSW,High,8,4,,San Mateo Co. BI,Facility Id,FA0045140,,S113758689
K121,"YAO'S AUTO SERVICES, INC",692 VETERANS,REDWOOD CITY,CA,94063,771,0.146,SSW,High,8,4,,San Mateo Co. BI,Facility Id,FA0058532,,S113758689
K122,"YAO'S AUTO SERVICES, INC",692 VETERANS BLVD,REDWOOD CITY,CA,94063,771,0.146,SSW,High,8,4,,CERS,,,,S121768736
K122,"YAO'S AUTO SERVICES, INC",692 VETERANS BLVD,REDWOOD CITY,CA,94063,771,0.146,SSW,High,8,4,,CERS HAZ WASTE,,,,S121768736
K123,YAOS AUTO SERVICE INC,692 VETERANS BLVD,REDWOOD CITY,CA,94063,771,0.146,SSW,High,8,4,,RCRA NonGen / NLR,EPA Id,CAL000408456,CAL000408456,1024850672
J124,BP KEITH CAMPBELL,630 VETERANS BLVD,REDWOOD CITY,CA,94063,775,0.147,WSW,High,8,4,,EDR Hist Auto,,,,1021578064
N125,BOARDWALK MOTORCAR GROUP,1 BAIR ISLAND RD,REDWOOD CITY,CA,94063,802,0.152,NNE,High,6,2,,CERS,,,,S121742247
N125,BOARDWALK MOTORCAR GROUP,1 BAIR ISLAND RD,REDWOOD CITY,CA,94063,802,0.152,NNE,High,6,2,,CERS TANKS,,,,S121742247
N125,BOARDWALK MOTORCAR GROUP,1 BAIR ISLAND RD,REDWOOD CITY,CA,94063,802,0.152,NNE,High,6,2,,CERS HAZ WASTE,,,,S121742247
N126,BOARDWALK MOTORCAR GROUP,1 BAIR ISLAND RD,REDWOOD CITY,CA,94063,802,0.152,NNE,High,6,2,,AST,,,,A100417747
N127,BOARDWALK MOTORCAR GROUP,1 BAIR ISLAND,REDWOOD CITY,CA,94063,802,0.152,NNE,High,6,2,,San Mateo Co. BI,Facility Id,FA0006452,,S117976022
M128,RUBICOR MEDICAL INC,849 VETERANS,REDWOOD CITY,CA,94063,812,0.154,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0028009,,S123181699
O129,IN-N-OUT BURGER #246,949 VETERANS,REDWOOD CITY,CA,94063,828,0.157,SSE,High,8,4,,San Mateo Co. BI,Facility Id,FA0001135,,S117397306
M130,CALIFORNIA SUBS,851 VETERANS,REDWOOD CITY,CA,94063,829,0.157,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0000543,,S123179214
M131,THERMO NORAN,855 VETERANS,REDWOOD CITY,CA,94063,833,0.158,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0024126,,S113757071
K132,KEHLER EDWARD,750 VETERANS BLVD,REDWOOD CITY,CA,94063,844,0.160,SSW,High,8,4,,EDR Hist Auto,,,,1020249879
P133,PUTNAM LEXUS,390 CONVENTION,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,San Mateo Co. BI,Facility Id,FA0009739,,S117976027
P134,PUTNAM LEXUS,390 CONVENTION WAY,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,RCRA-SQG,EPA Id,CAD982494569,CAD982494569,1000455705
P134,PUTNAM LEXUS,390 CONVENTION WAY,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,FINDS,Registry ID:,110002830884,CAD982494569,1000455705
P134,PUTNAM LEXUS,390 CONVENTION WAY,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,ECHO,Registry ID,110002830884,CAD982494569,1000455705
P135,PUTNAM LEXUS,390 CONVENTION,REDWOOD CITY,CA,,852,0.161,WNW,Low,0,-4,,AST,,,,A100337917
P136,PUTNAM LEXUS,390 CONVENTION WY,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,AST,,,,A100423627
P137,PUTNAM LEXUS,390 CONVENTION WY,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,CERS,,,,S121745466
P137,PUTNAM LEXUS,390 CONVENTION WY,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,CERS TANKS,,,,S121745466
P137,PUTNAM LEXUS,390 CONVENTION WY,REDWOOD CITY,CA,94063,852,0.161,WNW,Low,0,-4,,CERS HAZ WASTE,,,,S121745466
Q138,LAND ROVER REDWOOD CITY,440 CONVENTION WAY,REDWOOD CITY,CA,94063,872,0.165,WNW,High,5,1,,FINDS,Registry ID:,110002920055,CAR000033985,1001217419
Q138,LAND ROVER REDWOOD CITY,440 CONVENTION WAY,REDWOOD CITY,CA,94063,872,0.165,WNW,High,5,1,,RCRA-LQG,EPA Id,CAR000033985,CAR000033985,1001217419
Q138,LAND ROVER REDWOOD CITY,440 CONVENTION WAY,REDWOOD CITY,CA,94063,872,0.165,WNW,High,5,1,,ECHO,Registry ID,110002920055,CAR000033985,1001217419
Q139,LANDROVER REDWOOD CITY,440 CONVENTION WAY,REDWOOD CITY,CA,940630000,872,0.165,WNW,High,5,1,,HAZNET,GEPAID,CAR000033985,,S113174070
Q139,LANDROVER REDWOOD CITY,440 CONVENTION WAY,REDWOOD CITY,CA,940630000,872,0.165,WNW,High,5,1,,San Mateo Co. BI,Facility Id,FA0013275,,S113174070
Q140,LAND ROVER,440 CONVENTION WY,REDWOOD CITY,CA,94063,872,0.165,WNW,High,5,1,,CERS,,,,S121784375
Q140,LAND ROVER,440 CONVENTION WY,REDWOOD CITY,CA,94063,872,0.165,WNW,High,5,1,,CERS TANKS,,,,S121784375
Q140,LAND ROVER,440 CONVENTION WY,REDWOOD CITY,CA,94063,872,0.165,WNW,High,5,1,,CERS HAZ WASTE,,,,S121784375
Q141,LAND ROVER,440 CONVENTION,REDWOOD CITY,CA,,872,0.165,WNW,High,5,1,,AST,,,,A100338863
R142,VETERANS SHELL #148,690 VETERANS BLVD,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,UST,Facility Id,41-000-045132,,U004262448
R143,VETERANS BOULEVARD SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,San Mateo Co. BI,Facility Id,FA0017381,,S113756379
R144,ADAMS REDWOOD SHELL,690 VETERANS BLVD,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,HIST UST,Facility Id,00000014478,,U001594529
R145,GULA ADAMS,690 VETERANS BLVD,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,EDR Hist Auto,,,,1020821881
R146,G & J ACQUISITIONS,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,San Mateo Co. BI,Facility Id,FA0013860,,S123180343
R147,AU ENERGY-VETERANS SHELL,690 VETERANS BLVD,REDWOOD CITY,CA,94063-1409,878,0.166,SW,High,9,5,,RCRA NonGen / NLR,EPA Id,CAL000350813,CAL000350813,1024825329
R148,SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,Facility Status,9- Case Closed,,S101542211
R148,SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,Status,Completed - Case Closed,,S101542211
R148,SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,Facility Id,330133,,S101542211
R148,SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,Global Id,T0608100852,,S101542211
R148,SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,Global ID,T0608100852,,S101542211
R148,SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,HIST CORTESE,Reg Id,41-0926,,S101542211
R149,VETERANS SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,UST,Facility Id,41-000-022384,,U003782698
R150,VETERANS SHELL #148,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,San Mateo Co. BI,Facility Id,FA0046150,,S113758811
R151,VETERANS BLVD SHELL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,San Mateo Co. BI,Facility Id,FA0045132,,S113758688
R152,VETERANS SHELL #148,690 VETERANS BLVD,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,CERS,,,,S121749443
R152,VETERANS SHELL #148,690 VETERANS BLVD,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,CERS TANKS,,,,S121749443
R152,VETERANS SHELL #148,690 VETERANS BLVD,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,CERS HAZ WASTE,,,,S121749443
R153,SHELL OIL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,Facility Status,Pollution Characterization,,S105194491
R153,SHELL OIL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,Facility Id,Not reported,,S105194491
R153,SHELL OIL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,LUST,date9,Not reported,,S105194491
R153,SHELL OIL,690 VETERANS,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,CERS,,,,S105194491
R154,VETERANS BLVD. SHELL,690 VETERANS BLVD.,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,CA FID UST,Status,A,,S101593863
R154,VETERANS BLVD. SHELL,690 VETERANS BLVD.,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,CA FID UST,Facility Id,41001484,,S101593863
R154,VETERANS BLVD. SHELL,690 VETERANS BLVD.,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,SWEEPS UST,Status,A,,S101593863
R154,VETERANS BLVD. SHELL,690 VETERANS BLVD.,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,SWEEPS UST,Comp Number,330047,,S101593863
R154,VETERANS BLVD. SHELL,690 VETERANS BLVD.,REDWOOD CITY,CA,94063,878,0.166,SW,High,9,5,,SWEEPS UST,Tank Status,A,,S101593863
S155,ERIKA KAMAYATSU PETERSON DDS,369 MAIN ST STE 250,REDWOOD CITY,CA,94063-1760,882,0.167,SE,High,9,5,,RCRA NonGen / NLR,EPA Id,CAL000344748,CAL000344748,1024823615
S156,PENINSULA PROCEDURE CENTER LP,369 MAIN,REDWOOD CITY,CA,94063,882,0.167,SE,High,9,5,,San Mateo Co. BI,Facility Id,FA0035292,,S123182249
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,RCRA-SQG,EPA Id,CAD058423948,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,FINDS,Registry ID:,110001195260,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,ECHO,Registry ID,110001195260,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,CA FID UST,Status,A,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,CA FID UST,Facility Id,41002627,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,HIST UST,Facility Id,00000014111,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,SWEEPS UST,Status,Not reported,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,SWEEPS UST,Comp Number,330113,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,SWEEPS UST,Tank Status,Not reported,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,NPDES,Facility Status,Not reported,CAD058423948,1000233262
T157,REDWOOD CITY DODGE INC,640 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,CIWQS,,,CAD058423948,1000233262
T158,REDWOOD CITY DODGE,640 VETERANS,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,San Mateo Co. BI,Facility Id,FA0028682,,S113758031
T159,REDWOOD CITY DODGE,640 VETERANS,REDWOOD CITY,CA,94063,905,0.171,WSW,High,9,5,,San Mateo Co. BI,Facility Id,FA0017348,,S113756359
P160,PUTNAM JAGUAR,400 CONVENTION WY,REDWOOD CITY,CA,94063,914,0.173,WNW,Low,3,-1,,RCRA-SQG,EPA Id,CAR000017897,CAR000017897,1001126706
P160,PUTNAM JAGUAR,400 CONVENTION WY,REDWOOD CITY,CA,94063,914,0.173,WNW,Low,3,-1,,FINDS,Registry ID:,110002916006,CAR000017897,1001126706
P160,PUTNAM JAGUAR,400 CONVENTION WY,REDWOOD CITY,CA,94063,914,0.173,WNW,Low,3,-1,,ECHO,Registry ID,110002916006,CAR000017897,1001126706
P161,PUTNAM LEXUS,400 CONVENTION,REDWOOD CITY,CA,94063,914,0.173,WNW,Low,3,-1,,San Mateo Co. BI,Facility Id,FA0024197,,S113757089
U162,THOMPSON TOYOTA,525 EAST BAYSHORE ROAD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,LUST,Status,Completed - Case Closed,,S103892848
U162,THOMPSON TOYOTA,525 EAST BAYSHORE ROAD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,LUST,Global Id,T0608100542,,S103892848
U162,THOMPSON TOYOTA,525 EAST BAYSHORE ROAD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,San Mateo Co. BI,Facility Id,FA0012722,,S103892848
U162,THOMPSON TOYOTA,525 EAST BAYSHORE ROAD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,HIST CORTESE,Reg Id,41-0568,,S103892848
U162,THOMPSON TOYOTA,525 EAST BAYSHORE ROAD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,CERS,,,,S103892848
U163,TOYOTA 101,525 E BAYSHORE RD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,AST,,,,A100425344
U164,THOMPSON TOYOTA,525 E BAYSHORE BLVD,REDWOOD CITY,CA,,923,0.175,NNW,High,7,3,,LUST,Facility Status,9- Case Closed,,S104493948
U164,THOMPSON TOYOTA,525 E BAYSHORE BLVD,REDWOOD CITY,CA,,923,0.175,NNW,High,7,3,,LUST,Facility Id,330095,,S104493948
U164,THOMPSON TOYOTA,525 E BAYSHORE BLVD,REDWOOD CITY,CA,,923,0.175,NNW,High,7,3,,LUST,Global ID,T0608100542,,S104493948
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,RCRA-SQG,EPA Id,CAD981647688,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,FINDS,Registry ID:,110002736638,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,ECHO,Registry ID,110002736638,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,CA FID UST,Status,I,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,CA FID UST,Facility Id,41000527,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,HIST UST,Facility Id,00000008873,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,EMI,Facility Id,12339,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,HAZNET,GEPAID,CAD981647688,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,LUST,Facility Status,Case Closed,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,LUST,Facility Id,Not reported,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,LUST,date9,8/29/1996,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,San Mateo Co. BI,Facility Id,FA0002653,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,SWEEPS UST,Status,Not reported,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,SWEEPS UST,Comp Number,330077,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,SWEEPS UST,Tank Status,Not reported,CAD981647688,1000302878
U165,TOYOTA 101,525 E BAYSHORE BLVD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,CERS,,,CAD981647688,1000302878
U166,TOYOTA 101,525 BAYSHORE,REDWOOD CITY,CA,,923,0.175,NNW,High,7,3,,AST,,,,A100337449
U167,TOYOTA 101,525 E BAYSHORE RD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,CERS,,,,S121791786
U167,TOYOTA 101,525 E BAYSHORE RD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,CERS TANKS,,,,S121791786
U167,TOYOTA 101,525 E BAYSHORE RD,REDWOOD CITY,CA,94063,923,0.175,NNW,High,7,3,,CERS HAZ WASTE,,,,S121791786
O168,"WESTERN DENTAL SERVICES, INC.",975 VETERANS BLVD,REDWOOD CITY,CA,94063-1714,955,0.181,SSE,High,8,4,,RCRA NonGen / NLR,EPA Id,CAL000100715,CAL000100715,1024791267
O169,VETERANS SHELL,975 VETERANS BLVD,REDWOOD CITY,CA,94063,955,0.181,SSE,High,8,4,,EDR Hist Auto,,,,1021768229
O170,WESTERN DENTAL,975 VETERANS,REDWOOD CITY,CA,94063,955,0.181,SSE,High,8,4,,San Mateo Co. BI,Facility Id,FA0037303,,S123182294
M171,CLEAN N PRESS FOR LESS,820 VETERANS BLVD STE C,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,EDR Hist Cleaner,,,,1019957023
M172,HAPPY DONUT,820 VETERANS,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,San Mateo Co. BI,Facility Id,FA0052066,,S123183237
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,DRYCLEANERS,EPA Id,CAL000126574,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,DRYCLEANERS,EPA Id,CAL000300435,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,LUST,Facility Status,9- Case Closed,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,LUST,Status,Completed - Case Closed,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,LUST,Facility Id,330020,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,LUST,Global Id,T0608100311,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,LUST,Global ID,T0608100311,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,HIST CORTESE,Reg Id,41-0326,,S103171616
M173,LSG PROPERTIES,820 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,957,0.181,S,High,8,4,,CERS,,,,S103171616
